,RDP_10398,RDP_5224,RDP_1017,RDP_92,RDP_12
CC11CM67SCR4b8ded1196c64a17b8ad69b8cd278798_From_NR104846_1_description_Gemmiger_formicilis_strain_X2_56_16S_ribosomal_RNA_gene_partial_sequence_organism_Gemmiger_formicilis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Gemmiger_ncbitaxid_745368,1.0,1.0,1.0,1.0,10.0
CC11CM30SCR1c80874ac25d4294bf436cf017c0fb48_From_JQ346729_1_1360_description_JQ346729_1_1360_Bacteria_Lentisphaerae_Lentisphaeria_Victivallales_Victivallaceae_Victivallis_Victivallis_vadensis_ATCC_BAA_548_organism_Victivallis_vadensis_taxonomy_Bacteria_Lentisphaerae_Lentisphaeria_Victivallales_Victivallaceae_Victivallis_ncbitaxid_172900,13.0,12.0,15.0,4.0,1.0
CC11CM52SCR5288584da8274f3d8798a44ef677f542_From_AB692943_1_1419_description_AB692943_1_1419_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_reticulotermitis_organism_Bacteroides_reticulotermitis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_1133319,1.0,11.0,1.0,7.0,1.0
CC11CM6SCRc1ebff30320e4b93b15de4f08c15c5bd_From_AB547667_1_1486_description_AB547667_1_1486_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonas_somerae_organism_Porphyromonas_somerae_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_ncbitaxid_322095,3.0,1.0,5.0,3.0,1.0
CC11CM65SCR5dc31088845a4a8fa7961d5fdf7e931e_From_AB661433_1_1495_description_AB661433_1_1495_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_faecis_organism_Roseburia_faecis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_ncbitaxid_301302,5.0,5.0,10.0,1.0,9.0
CC11CM45SCRfc228fe9ab7b494c873504b94f686759_From_AB531489_1_1488_description_AB531489_1_1488_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_rodentium_organism_Bacteroides_rodentium_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_691816,1.0,3.0,3.0,3.0,1.0
CC11CM53SCRaf04a39e4b7042478ccaab938fdf2349_From_CP002824_1512350_1513903_description_CP002824_1512350_1513903_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_Enterobacter_aerogenes_KCTC_2190_organism_Enterobacter_aerogenes_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_ncbitaxid_1028307,20.0,20.0,19.0,1.0,5.0
CC11CM73SCR3af827c4828147278797110b6a2e8a86_From_AKBX01000006_261100_262606_description_AKBX01000006_261100_262606_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_eggerthii_1248FAA_organism_Bacteroides_eggerthii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_665953,8.0,1.0,5.0,3.0,1.0
CC11CM62SCR4bf9252545a94b6da3ae36dc920958be_From_AQOB01000015_415037_416554_description_AQOB01000015_415037_416554_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Butyricicoccus_Butyricicoccus_pullicaecorum_1_2_organism_Butyricicoccus_pullicaecorum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Butyricicoccus_ncbitaxid_580596,5.0,1.0,3.0,3.0,2.0
CC11CM65SCR5a1cf528ad7042ae9e4932a0949e5683_From_NR133689_1_description_Aestuariispira_insulae_strain_AH_MY2_16S_ribosomal_RNA_partial_sequence_organism_Aestuariispira_insulae_taxonomy_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Aestuariispira_ncbitaxid_1461337,1.0,1.0,12.0,5.0,7.0
CC11CM44SCRea323a97004e470cb21c8dc7f3f10062_From_AQHY01000028_339_1856_description_AQHY01000028_339_1856_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_massiliensis_B84634_Timone_84634_DSM_17679_JCM_13223_organism_Bacteroides_massiliensis_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_1121098,3.0,1.0,1.0,6.0,1.0
CC11CM24SCR0d7a36e64382441e80fcf54a1cb850ab_From_AJ748647_1_1457_description_AJ748647_1_1457_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_Sutterella_sanguinus_organism_Sutterella_sanguinus_taxonomy_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Sutterella_ncbitaxid_282125,1.0,1.0,15.0,3.0,1.0
CC11CM5SCRa3574ceb2d474945a941d0869dbbfebe_From_NR104842_1_description_Eubacterium_uniforme_strain_X3C39_16S_ribosomal_RNA_gene_partial_sequence_organism_Eubacterium_uniforme_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_39495,1.0,3.0,3.0,3.0,11.0
CC11CM95SCR45b680a6bb144582bf454ac4a8d81796_From_ABVO01000045_3575_5089_description_ABVO01000045_3575_5089_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_eggerthii_DSM_20697_organism_Bacteroides_eggerthii_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_483216,12.0,2.0,5.0,3.0,1.0
CC11CM68SCR659a6e204c3241e498bd6f95fa6bab4b_From_AY136666_1_1483_description_AY136666_1_1483_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudoflavonifractor_Pseudoflavonifractor_capillosus_organism_Pseudoflavonifractor_capillosus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Pseudoflavonifractor_ncbitaxid_106588,1.0,1.0,1.0,3.0,11.0
CC11CM38SCR5d234e6461bc4beb9b02dd14e8ea844b_From_NR113382_1_description_Peptoniphilus_asaccharolyticus_strain_JCM_1765_16S_ribosomal_RNA_gene_partial_sequence_organism_Peptoniphilus_asaccharolyticus_taxonomy_Bacteria_Firmicutes_Tissierellia_Tissierellales_Peptoniphilaceae_Peptoniphilus_ncbitaxid_1258,7.0,7.0,1.0,4.0,11.0
CC11CM51SCRefeb6c32b49c45d9bef6d2465d50a366_From_NR133025_1_description_Alistipes_obesi_strain_ph8_16S_ribosomal_RNA_gene_partial_sequence_organism_Alistipes_obesi_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_ncbitaxid_1118061,5.0,3.0,13.0,9.0,1.0
CC11CM80SCR4e91ffb36c9f49cc9967cee70c65cda4_From_NR024682_1_description_Eubacterium_budayi_strain_JCM_9989_16S_ribosomal_RNA_gene_partial_sequence_organism_Eubacterium_budayi_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_83338,1.0,1.0,1.0,7.0,7.0
CC11CM88SCR74019c75ff164d41a0473da9409c4c17_From_NR133027_1_description_Megasphaera_massiliensis_strain_NP3_16S_ribosomal_RNA_gene_partial_sequence_organism_Megasphaera_massiliensis_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_ncbitaxid_1232428,3.0,1.0,5.0,15.0,10.0
CC11CM75SCR0584798e5c51464691eaa54da377f036_From_NR113206_1_description_Bacteroides_faecichinchillae_strain_JCM_17102_16S_ribosomal_RNA_gene_partial_sequence_organism_Bacteroides_faecichinchillae_JCM_17102_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_1236513,15.0,5.0,1.0,3.0,1.0
CC11CM27SCR9e74592e532b4c8099c16532a5518f51_From_AGEL01000016_15703_17221_description_AGEL01000016_15703_17221_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Stomatobaculum_Stomatobaculum_longum_organism_Stomatobaculum_longum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Stomatobaculum_ncbitaxid_796942,7.0,7.0,2.0,1.0,11.0
CC11CM13SCR9108484329a54717af9e0fbd5af409f8_From_NR029247_1_description_Erysipelatoclostridium_ramosum_strain_113_1_16S_ribosomal_RNA_gene_partial_sequence_organism_Erysipelatoclostridium_ramosum_taxonomy_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_ncbitaxid_1547,6.0,1.0,3.0,13.0,3.0
CC11CM91SCR081c8b743e314740bae58bc35e006d90_From_NR043557_1_description_Clostridium_aciditolerans_strain_JW/YJL_B3_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_aciditolerans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_ncbitaxid_339861,5.0,8.0,3.0,1.0,9.0
CC11CM76SCRecf26195675d4b529e1293ed27cc04a7_From_EU075064_1_1474_description_EU075064_1_1474_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_orisratti_organism_Streptococcus_orisratti_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_114652,20.0,20.0,7.0,3.0,1.0
CC11CM69SCRb9498e3bd113439e8b5618f7d9206a2d_From_AB661433_1_1495_description_AB661433_1_1495_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_faecis_organism_Roseburia_faecis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_ncbitaxid_301302,5.0,5.0,10.0,1.0,9.0
CC11CM85SCR801a8b32dbce4a0ea75b71812216eec4_From_NR025569_1_description_Escherichia_albertii_strain_Albert_19982_16S_ribosomal_RNA_gene_partial_sequence_organism_Escherichia_albertii_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Escherichia_ncbitaxid_208962,1.0,6.0,1.0,5.0,5.0
CC11CM90SCR970536ef680d40d993658089075d705b_From_NR074399_1_description_Ruminococcus_albus_strain_7_16S_ribosomal_RNA_gene_complete_sequence_organism_Ruminococcus_albus_7_DSM_20455_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_ncbitaxid_697329,1.0,1.0,3.0,3.0,13.0
CC11CM48SCR5c80f6fea3514f028437347d36caa143_From_AFBR01000011_16_1532_description_AFBR01000011_16_1532_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Paraprevotella_Paraprevotella_xylaniphila_YIT_11841_organism_Paraprevotella_xylaniphila_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Paraprevotella_ncbitaxid_762982,1.0,1.0,9.0,3.0,10.0
CC11CM39SCR5ec8d21379764ea197bede940444cabc_From_NR113328_1_description_Parasutterella_secunda_strain_JCM_16078_16S_ribosomal_RNA_gene_partial_sequence_organism_Parasutterella_secunda_taxonomy_Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Sutterellaceae_Parasutterella_ncbitaxid_626947,2.0,14.0,6.0,3.0,1.0
CC11CM81SCR03ae44f33893414082c2bcfeecab1049_From_CCDQ010000005_84258_85749_description_CCDQ010000005_84258_85749_Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_Akkermansia_muciniphila_organism_Akkermansia_muciniphila_taxonomy_Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_ncbitaxid_239935,1.0,1.0,7.0,20.0,15.0
CC11CM96SCR68c76e52f6264ff2b8e7300aef40c00a_From_AB787271_1_1442_description_AB787271_1_1442_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_luti_organism_Bacteroides_luti_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_1297750,1.0,1.0,1.0,1.0,1.0
CC11CM41SCR4cb942d8c60f4250a6f4678a5245957c_From_NR117139_2_description_Anaerostipes_hadrus_strain_DSM_3319_16S_ribosomal_RNA_partial_sequence_organism_Anaerostipes_hadrus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_ncbitaxid_649756,5.0,3.0,2.0,4.0,11.0
CC11CM12SCR05e531d25d7b45ba9d3e144bac6de3da_From_NR133689_1_description_Aestuariispira_insulae_strain_AH_MY2_16S_ribosomal_RNA_partial_sequence_organism_Aestuariispira_insulae_taxonomy_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Aestuariispira_ncbitaxid_1461337,1.0,1.0,12.0,5.0,7.0
CC11CM42SCRaaa780fc41d3410abd0ce8c6ebf68996_From_CP002843_2062079_2063614_description_CP002843_2062079_2063614_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_parasanguinis_ATCC_15912_organism_Streptococcus_parasanguinis_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_760570,9.0,5.0,5.0,3.0,5.0
CC11CM2SCRb2728c889ffa4e1cb68045cc4b034c78_From_NR116863_1_description_Anaerostipes_butyraticus_strain_35_7_16S_ribosomal_RNA_gene_partial_sequence_organism_Anaerostipes_butyraticus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_ncbitaxid_645466,1.0,1.0,3.0,3.0,11.0
CC11CM29SCR7e92c2f1f73e4022ae4ca98f0ec96bd2_From_NR113323_1_description_Clostridium_bifermentans_strain_JCM_1386_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_bifermentans_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_ncbitaxid_1490,5.0,3.0,11.0,10.0,5.0
CC11CM89SCR298aad5c1de242c089c3d1543a5ca323_From_FJ947528_1_1381_description_FJ947528_1_1381_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_Anaerostipes_butyraticus_organism_Anaerostipes_butyraticus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_ncbitaxid_645466,1.0,1.0,3.0,3.0,11.0
CC11CM35SCR3d6dd617d59046f0b7eb1eee50555088_From_KJ765726_1_1440_description_KJ765726_1_1440_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_gallolyticus_organism_Streptococcus_gallolyticus_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_315405,16.0,9.0,7.0,3.0,1.0
CC11CM59SCR031656d3fa36414195dcde39162871e6_From_AQOB01000013_872_2389_description_AQOB01000013_872_2389_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Butyricicoccus_Butyricicoccus_pullicaecorum_1_2_organism_Butyricicoccus_pullicaecorum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Butyricicoccus_ncbitaxid_580596,5.0,1.0,3.0,3.0,2.0
CC11CM71SCR2389b74fcc5141a38930364e5146cbe3_From_NR102987_1_description_Clostridium_clariflavum_strain_DSM_19732_16S_ribosomal_RNA_gene_complete_sequence_organism_Clostridium_clariflavum_DSM_19732_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_ncbitaxid_720554,3.0,5.0,1.0,3.0,11.0
CC11CM50SCRb375079531544f9a8e85a54f8e50faad_From_CP003683_5535363_5536858_description_CP003683_5535363_5536858_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Klebsiella_Klebsiella_oxytoca_E718_organism_Klebsiella_oxytoca_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Klebsiella_ncbitaxid_1191061,20.0,20.0,19.0,1.0,5.0
CC11CM68SCR19a5986ff0a14f989c78c0bba3193cb1_From_NR104687_1_description_Blautia_hansenii_strain_JCM_14655_16S_ribosomal_RNA_gene_partial_sequence_organism_Blautia_hansenii_DSM_20583_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_537007,5.0,1.0,7.0,1.0,11.0
CC11CM48SCR02b8f5cfac3b4e11a84109ace9499d6c_From_NR118142_1_description_Haemophilus_paraphrohaemolyticus_strain_NCTC_10670_16S_ribosomal_RNA_gene_partial_sequence_organism_Haemophilus_paraphrohaemolyticus_taxonomy_Bacteria_Proteobacteria_Gammaproteobacteria_Pasteurellales_Pasteurellaceae_Haemophilus_ncbitaxid_736,10.0,7.0,3.0,3.0,1.0
CC11CM76SCR8aee1738239141d2bad5b068b199ce95_From_CP001071_1459761_1461265_description_CP001071_1459761_1461265_Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_Akkermansia_muciniphila_ATCC_BAA_835_organism_Akkermansia_muciniphila_taxonomy_Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Akkermansia_ncbitaxid_239934,1.0,1.0,7.0,20.0,15.0
CC11CM21SCR4d9ad77b551c4bc3bf0a8900682c6a83_From_NR133689_1_description_Aestuariispira_insulae_strain_AH_MY2_16S_ribosomal_RNA_partial_sequence_organism_Aestuariispira_insulae_taxonomy_Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Aestuariispira_ncbitaxid_1461337,1.0,1.0,12.0,5.0,7.0
CC11CM98SCR31723b6ca3364ed3813c18c970e2c1ee_From_AB036760_1_1411_description_AB036760_1_1411_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Pseudoramibacter_Pseudoramibacter_alactolyticus_organism_Pseudoramibacter_alactolyticus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Pseudoramibacter_ncbitaxid_113287,1.0,1.0,20.0,13.0,12.0
CC11CM54SCRe45da578e3c04b41b793f3bf1312ccc8_From_AB238598_1_1453_description_AB238598_1_1453_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillibacter_Oscillibacter_valericigenes_organism_Oscillibacter_valericigenes_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Oscillibacter_ncbitaxid_351091,3.0,3.0,1.0,4.0,6.0
CC11CM61SCR0d4e8bab48144053aaa35404044149b3_From_AB531490_1_1488_description_AB531490_1_1488_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_chinchillae_organism_Bacteroides_chinchillae_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_671267,1.0,1.0,1.0,6.0,1.0
CC11CM58SCR2f36242af1584b5d9d48ab16c6abb560_From_NR115230_1_description_Ruminococcus_albus_strain_7_16S_ribosomal_RNA_gene_complete_sequence_organism_Ruminococcus_albus_7_DSM_20455_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_ncbitaxid_697329,1.0,1.0,3.0,3.0,13.0
CC11CM32SCR80e61d6255c64f0aa527454a46248270_From_AGXE01000017_39628_41144_description_AGXE01000017_39628_41144_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_xylanisolvens_CL03T12C04_organism_Bacteroides_xylanisolvens_taxonomy_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_ncbitaxid_997892,3.0,2.0,1.0,7.0,1.0
CC11CM18SCRc9bbdd93690e4972b4888c2b2a2ebb49_From_JN837490_1_1469_description_JN837490_1_1469_Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XI_Anaerococcus_Anaerococcus_obesiensis_ph10_organism_Anaerococcus_obesiensis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Family_XI_Anaerococcus_ncbitaxid_1118056,5.0,1.0,14.0,19.0,13.0
CC11CM62SCR9af41d278b6a4fdc856fa3d96449ce9c_From_AB525413_1_1469_description_AB525413_1_1469_Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_Fusobacterium_necrophorum_subsp_funduliforme_organism_Fusobacterium_necrophorum_taxonomy_Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_ncbitaxid_848,5.0,1.0,1.0,20.0,17.0
CC11CM92SCR1190ac8ddb164d0dab170a554e62dd07_From_FR733670_1_1511_description_FR733670_1_1511_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibrio_crossotus_organism_Butyrivibrio_crossotus_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_ncbitaxid_45851,1.0,1.0,5.0,1.0,11.0
CC11CM35SCR1fa58c1092384883b507d14b73774c17_From_NR104846_1_description_Gemmiger_formicilis_strain_X2_56_16S_ribosomal_RNA_gene_partial_sequence_organism_Gemmiger_formicilis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Gemmiger_ncbitaxid_745368,1.0,1.0,1.0,1.0,10.0
CC11CM65SCR29c2311d66df454cb348afbf0b250c4e_From_NR025525_1_description_Butyrivibrio_hungatei_strain_JK_615_16S_ribosomal_RNA_gene_partial_sequence_organism_Butyrivibrio_hungatei_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_ncbitaxid_185008,1.0,1.0,3.0,1.0,13.0
CC11CM91SCRe9b8dc6ab37a4a35a9f7a3a719da73f7_From_AB588023_1_1491_description_AB588023_1_1491_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_glucerasea_organism_Blautia_glucerasea_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ncbitaxid_536633,9.0,8.0,5.0,1.0,11.0
CC11CM92SCR4cdbaf607fd04aa0a44375debebd1eef_From_NR113377_1_description_Veillonella_ratti_strain_JCM_6512_16S_ribosomal_RNA_gene_partial_sequence_organism_Veillonella_ratti_taxonomy_Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_ncbitaxid_103892,3.0,6.0,3.0,20.0,13.0
CC11CM35SCRca0e3b4a22e246dfa5f547a641d878a7_From_AY574991_1_1453_description_AY574991_1_1453_Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Catabacter_Catabacter_hongkongensis_organism_Catabacter_hongkongensis_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Catabacter_ncbitaxid_270498,3.0,20.0,3.0,7.0,4.0
CC11CM37SCR18f4285b06734a80baf4b2d7a3fd9889_From_NR024682_1_description_Eubacterium_budayi_strain_JCM_9989_16S_ribosomal_RNA_gene_partial_sequence_organism_Eubacterium_budayi_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_ncbitaxid_83338,1.0,1.0,1.0,7.0,7.0
CC11CM84SCRf707e94a85704bcb85ab737353123837_From_AQOB01000015_415037_416554_description_AQOB01000015_415037_416554_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Butyricicoccus_Butyricicoccus_pullicaecorum_1_2_organism_Butyricicoccus_pullicaecorum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Butyricicoccus_ncbitaxid_580596,5.0,1.0,3.0,3.0,2.0
CC11CM5SCR72cdc3e8d72e4eda8abe1598dad1934d_From_AB649276_1_1495_description_AB649276_1_1495_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Tyzzerella_Clostridium_propionicum_organism_Clostridium_propionicum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Tyzzerella_ncbitaxid_1506577,8.0,3.0,3.0,4.0,11.0
CC11CM73SCRef2f5c9066d34e5c8f9b77a3856ee1cf_From_AB370975_1_1275_description_AB370975_1_1275_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_seminale_organism_Streptococcus_seminale_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_488175,6.0,2.0,1.0,3.0,2.0
CC11CM50SCR6d6a5673c4584fee859704bd8286d6b6_From_NR028883_1_description_Dorea_longicatena_strain_111_35_16S_ribosomal_RNA_gene_partial_sequence_organism_Dorea_longicatena_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_ncbitaxid_88431,1.0,1.0,1.0,1.0,11.0
CC11CM15SCRb78b1b82f7a44f8ca6858768a793ff45_From_AY769997_1_1470_description_AY769997_1_1470_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcus_massiliensis_organism_Streptococcus_massiliensis_taxonomy_Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_ncbitaxid_313439,1.0,8.0,4.0,3.0,1.0
CC11CM47SCRe2e40456c7864d1d8589e029f3b6ad34_From_JPJD01000056_3683_5194_description_JPJD01000056_3683_5194_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Intestinimonas_Intestinimonas_butyriciproducens_organism_Intestinimonas_butyriciproducens_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Intestinimonas_ncbitaxid_1297617,1.0,3.0,3.0,3.0,13.0
CC11CM6SCR253fec0efb5e4f239e34c753dedec71a_From_NR119336_1_description_Clostridium_paradoxum_strain_DSM_7308_16S_ribosomal_RNA_gene_partial_sequence_organism_Clostridium_paradoxum_taxonomy_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptoclostridium_ncbitaxid_29346,3.0,3.0,9.0,14.0,5.0
CC11CM25SCR68c5796c36da49df8ee1ead38241b722_From_AB627031_1_1488_description_AB627031_1_1488_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_Erysipelatoclostridium_ramosum_organism_Erysipelatoclostridium_ramosum_taxonomy_Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Erysipelatoclostridium_ncbitaxid_1547,6.0,1.0,3.0,13.0,3.0
